date,FL154090005.Q,FL144090005.Q,FL314090005.Q,FL214090005.Q,FL384090005.Q,FL794090005.Q,FL264090005.Q,FL894090005.Q,FL907005015.Q,FL154190005.Q,FL144194005.Q,FL314190005.Q,FL214190005.Q,FL384194005.Q,FL794194005.Q,FL264194005.Q,FL894194005.Q,FL154190005.Q,FL144190005.Q,FL314190005.Q,FL214190005.Q,FL384190005.Q,FL794190005.Q,FL264190005.Q,FL894190005.Q,FL313011005.Q,FL313111303.Q,FL313011005.Q,FL313111303.Q,FL713011005.Q,FL263011005.Q,FL263111005.Q,FL893011005.Q,FL893111005.Q,FL903011005.Q,FL713014003.Q,FL713014003.Q,FL713014003.Q,FL713014003.Q,FL713014003.Q,FL313112003.Q,FL313112003.Q,FL713012003.Q,FL713012003.Q,FL313112003.Q,FL903012005.Q,FL153091003.Q,FL103091003.Q,FL383091005.Q,FL633091003.Q,FL263191005.Q,FL893091005.Q,FL263191005.Q,FL903091005.Q,FL794010005.Q,FL794110005.Q,FL264016005.Q,FL894010005.Q,FL794110005.Q,FL904010005.Q,FL153020005.Q,FL143020005.Q,FL313020005.Q,FL213020005.Q,FL383020005.Q,FL793020005.Q,FL793120005.Q,FL263020005.Q,FL893020005.Q,FL793120005.Q,FL903020005.Q,FL153030005.Q,FL143030005.Q,FL313030003.Q,FL213030000.Q,FL383030005.Q,FL793030005.Q,FL703130005.Q,FL263030005.Q,FL703130005.Q,FL703130005.Q,FL153034005.Q,FL143034005.Q,FL213034003.Q,FL383034005.Q,FL793034005.Q,FL634090005.Q,FL263034003.Q,FL634090005.Q,FL634090005.Q,FL102051003.Q,FL212051003.Q,FL382051005.Q,FL792050005.Q,FL792150005.Q,FL262051005.Q,FL262151003.Q,FL892050005.Q,FL892150005.Q,FL902050005.Q,FL154022005.Q,FL163162003.Q,FL144022005.Q,FL104122005.Q,FL314022005.Q,FL314122005.Q,FL214022005.Q,FL213162005.Q,FL384022005.Q,FL384122005.Q,FL794022005.Q,FL794122005.Q,FL264022005.Q,FL264122005.Q,FL894022005.Q,FL894122005.Q,FL904022005.Q,FL103069100.Q,FL103169100.Q,FL213069103.Q,FL383069105.Q,FL103169100.Q,FL793069175.Q,FL793169175.Q,FL263069103.Q,FL263169105.Q,FL893169175.Q,FL893169175.Q,FL153061105.Q,FL143061105.Q,FL313161105.Q,FL213061105.Q,FL383061105.Q,FL313161105.Q,FL793061105.Q,FL263061105.Q,FL893061105.Q,FL313161105.Q,FL903061103.Q,FL153061705.Q,FL103061703.Q,FL313061703.Q,FL313161705.Q,FL213061703.Q,FL383061705.Q,FL313161705.Q,FL793061705.Q,FL423161705.Q,FL263061705.Q,FL893061705.Q,FL893161705.Q,FL903061703.Q,FL153062005.Q,FL163162003.Q,FL143062005.Q,FL103162000.Q,FL213062003.Q,FL213162005.Q,FL383062005.Q,FL383162005.Q,FL793062005.Q,FL263062003.Q,FL893062005.Q,FL383162005.Q,FL903062003.Q,FL153063005.Q,FL103163003.Q,FL313063763.Q,FL213063003.Q,FL383063005.Q,FL103163003.Q,FL793063005.Q,FL793163005.Q,FL263063005.Q,FL263163005.Q,FL893063005.Q,FL893163005.Q,FL903063003.Q,FL154023005.Q,FL154123005.Q,FL144023005.Q,FL144123005.Q,FL314023005.Q,FL314123005.Q,FL213065005.Q,FL213169203.Q,FL384023005.Q,FL384123005.Q,FL794023005.Q,FL794123005.Q,FL263069500.Q,FL264123005.Q,FL894123005.Q,FL894123005.Q,FL153168005.Q,FL143168005.Q,FL383168005.Q,FL793068005.Q,FL793168005.Q,FL263168005.Q,FL793068005.Q,FL793068005.Q,FL153069005.Q,FL153169005.Q,FL143169005.Q,FL313069005.Q,FL313169003.Q,FL213169203.Q,FL383069005.Q,FL383169005.Q,FL793069005.Q,FL793169005.Q,FL263069500.Q,FL263169005.Q,FL893169005.Q,FL893169005.Q,FL153065005.Q,FL153165005.Q,FL143065005.Q,FL143165005.Q,FL313065005.Q,FL313165403.Q,FL213065005.Q,FL383065005.Q,FL383165005.Q,FL793065005.Q,FL123165005.Q,FL893065005.Q,FL893065005.Q,FL163066223.Q,FL153166000.Q,FL143066005.Q,FL313066220.Q,FL383066005.Q,FL153166000.Q,FL793066005.Q,FL153166000.Q,FL153166000.Q,FL153064105.Q,LM103064103.Q,LM103164103.Q,FL313064105.Q,FL213064103.Q,FL383064105.Q,FL103164103.Q,FL793064105.Q,FL793164105.Q,FL263064105.Q,FL263164100.Q,FL893064105.Q,FL893064105.Q,FL153064205.Q,FL103064203.Q,FL213064203.Q,FL383064205.Q,FL793064205.Q,FL653164205.Q,FL263064203.Q,FL653164205.Q,FL653164205.Q,FL163070005.Q,FL163170005.Q,FL143070005.Q,FL143170005.Q,FL313070000.Q,FL313170005.Q,FL213070003.Q,FL213170003.Q,FL383070005.Q,FL383170005.Q,FL793070005.Q,FL793170005.Q,FL263070005.Q,FL263170005.Q,FL893070005.Q,FL893170005.Q,FL903070005.Q,FL153040005.Q,FL313140003.Q,FL153040005.Q,FL313140003.Q,FL793040005.Q,FL543140005.Q,FL543141905.Q,FL263140005.Q,FL893140005.Q,FL893140005.Q,FL153050005.Q,FL153050005.Q,FL543050005.Q,FL583150005.Q,FL543151905.Q,FL263150005.Q,FL893150005.Q,FL893150005.Q,FL143178005.Q,FL313078000.Q,FL213078005.Q,FL383078005.Q,FL143178005.Q,FL793178005.Q,FL893078005.Q,FL893178005.Q,FL903078005.Q,FL152090205.Q,FL112090205.Q,FL152090205.Q,FL112090205.Q,FL662090003.Q,FL152090205.Q,FL152090205.Q,FL103092305.Q,FL103092305.Q,FL793092305.Q,FL263192305.Q,FL263192305.Q,FL263192305.Q,FL103092105.Q,FL103092105.Q,FL793092105.Q,FL263192101.Q,FL263192101.Q,FL263192101.Q,FL143192305.Q,FL143192305.Q,FL793192305.Q,FL263092303.Q,FL263092303.Q,FL263092303.Q,FL143192105.Q,FL143192105.Q,FL793192105.Q,FL263092101.Q,FL263092101.Q,FL263092101.Q,FL153090005.Q,FL543077073.Q,FL143090005.Q,FL143190005.Q,FL313090005.Q,FL313190005.Q,FL213093003.Q,FL223073045.Q,FL383090005.Q,FL383190005.Q,FL793090005.Q,FL793190005.Q,FL263076005.Q,FL263190005.Q,FL893090005.Q,FL893190005.Q,FL903090005.Q
1967:Q3,2477317,322015,72295,63330,2934957,1508315,77391,4520663,-9394,389209,1724087,516983,211479,2841758,1550246,119266,4511270,389209,505735,516983,211479,1623406,1422859,53916,3100181,926,0,926,0,13723,0,1572,14649,1572,-13077,0,0,0,0,0,4560,4560,6604,6604,4560,-2044,0,827,827,0,827,827,827,0,27697,28769,4813,32510,28769,-3741,97391,50599,8428,10659,167077,6710,194463,9447,183234,194463,11229,335860,9099,260,15458,360677,4450,372564,7437,372564,372564,0,0,0,0,0,0,0,0,0,605,959,1564,5964,4730,0,0,7528,4730,-2798,135424,0,15043,122009,1345,288270,24466,112319,176278,522598,393493,55379,18991,10785,588762,588762,0,3916,3264,0,3916,3264,14870,17677,2155,0,20941,20941,77240,7337,281351,20033,104610,281351,164719,12022,281351,281351,0,5625,684,1345,6919,2306,9960,6919,14258,19231,1932,26150,26150,0,39262,0,3106,0,2127,112319,44495,112319,67824,0,112319,112319,0,13297,118745,0,0,13297,118745,131822,18471,2882,10785,148001,148001,0,47453,380913,16433,240376,45283,1738,2975,3570,112144,626597,570050,25909,0,29688,682194,682194,3532,89703,93235,117645,19714,4696,117645,117645,1576,20891,28592,37818,0,3570,39394,53053,44846,6195,0,24992,84240,84240,45877,250946,111,122081,7465,1738,2975,56428,374765,318337,0,374765,374765,0,105544,16322,0,16322,105544,89222,105544,105544,640696,19289,678588,0,0,659985,678588,126186,125944,23588,5227,809759,809759,42006,581,0,42587,662,43249,0,43249,43249,0,4420,149272,115517,5746,6152,7459,16104,162477,142193,3100,440,3595,3429,169172,146062,-23110,114312,7188,114312,7188,0,107124,0,0,114312,114312,509307,509307,0,509307,0,0,509307,509307,11866,4825,886,5711,11866,1563,5711,13429,7718,533651,533651,533651,533651,0,533651,533651,2336,2336,97,2433,2433,2433,57717,57717,2406,60123,60123,60123,1589,1589,375,1964,1964,1964,6113,6113,1443,7556,7556,7556,21217,3876,214,14378,5482,209075,468,79486,27381,306815,347173,78987,0,5182,374554,390984,16430
1967:Q4,2540008,333465,74704,64451,3012628,1558316,81777,4652721,-264,410869,1785743,531960,215202,2943774,1583500,125183,4652457,410869,524126,531960,215202,1682157,1464346,56887,3203390,1304,0,1304,0,13526,0,2765,14830,2765,-12065,0,0,0,0,0,4646,4646,6628,6628,4646,-1982,0,1055,1055,0,1055,1055,1055,0,29647,30826,5412,35059,30826,-4233,103731,53161,7525,11427,175844,6903,208909,9787,192534,208909,16375,342144,9682,267,15892,367985,4734,380398,7679,380398,380398,0,0,0,0,0,0,0,0,0,670,256,926,5934,5006,0,0,6860,5006,-1854,138576,0,16971,125166,1267,298642,24618,113793,181432,537601,405265,58047,20037,11086,606734,606734,0,3952,3034,0,3952,3034,15246,18411,2247,0,21445,21445,78992,8714,290462,19742,107448,290462,169775,13239,290462,290462,0,6265,1005,1267,8180,2751,11288,8180,15214,20338,2016,28518,28518,0,38208,0,3300,0,2125,113793,43633,113793,70160,0,113793,113793,0,15111,122132,0,0,15111,122132,134870,19298,2535,11086,152516,152516,0,48766,402322,17665,245690,46016,1720,3003,3579,115450,653311,596106,27879,0,30366,711556,711556,13404,93926,107330,133476,21298,4848,133476,133476,2159,22426,29354,38199,0,3579,40358,55359,47100,6581,0,25518,87458,87458,46607,257925,112,122410,7817,1720,3003,57539,382055,324516,0,382055,382055,0,108567,17553,0,17553,108567,91014,108567,108567,663217,18911,712221,0,0,682128,712221,127468,117648,25511,5238,835107,835107,42973,635,0,43608,700,44308,0,44308,44308,0,4600,150620,121179,5839,6483,7822,16536,164281,148798,3176,450,3643,3696,171100,152944,-18156,115533,7200,115533,7200,0,108333,0,0,115533,115533,520247,520247,0,520247,0,0,520247,520247,13225,6819,981,7800,13225,1548,7800,14773,6973,543197,543197,543197,543197,0,543197,543197,2452,2452,100,2552,2552,2552,60585,60585,2473,63058,63058,63058,1611,1611,392,2003,2003,2003,6199,6199,1506,7705,7705,7705,21624,3947,1058,17255,5667,213269,452,81294,28801,315765,355656,78003,0,5367,384457,399135,14679
1968:Q1,2523494,337533,78908,65595,3005530,1564398,81910,4651838,-10503,402468,1748397,541951,221327,2914143,1599561,127631,4641335,402468,532911,541951,221327,1698657,1479711,58496,3236864,1959,0,1959,0,11967,0,3223,13926,3223,-10703,0,0,0,0,0,4870,4870,6799,6799,4870,-1929,0,1357,1357,0,1357,1357,1357,0,30216,30750,6294,36510,30750,-5760,99805,51582,6850,10738,168975,6643,197643,9801,185419,197643,12224,350920,9375,330,16380,377005,4810,389189,7374,389189,389189,0,0,0,0,0,0,0,0,0,1103,869,1972,6644,5731,0,0,8616,5731,-2885,141562,0,19393,128216,1251,304382,25247,115278,187453,547876,413038,61103,19877,11389,620368,620368,0,3819,3482,0,3819,3482,17325,20024,2362,0,23506,23506,83471,10100,295845,19320,112891,295845,170620,12334,295845,295845,0,5670,1184,1251,8537,3842,11947,8537,16121,21631,2100,30168,30168,0,37137,0,4290,0,2085,115278,43512,115278,71766,0,115278,115278,0,15284,124734,0,0,15284,124734,137206,19448,3081,11389,155571,155571,0,48881,393697,16322,251792,47572,1702,3044,3636,115819,650827,590709,24702,0,30999,706528,706528,4976,93860,98836,122267,18762,4669,122267,122267,1569,22257,30845,39354,0,3636,40923,56738,48045,5900,0,26330,88968,88968,47312,259192,106,127087,8218,1702,3044,58680,387981,329341,40,388021,388021,0,107272,16216,0,16216,107272,91056,107272,107272,614335,18496,652734,0,0,632831,652734,118552,118342,24631,4938,776014,776014,40523,692,0,41215,734,41949,0,41949,41949,0,4740,152301,118015,6066,6200,7742,16983,166109,145938,3247,460,3868,3655,173224,150053,-23171,116735,7202,116735,7202,0,109533,0,0,116735,116735,532404,532404,0,532404,0,0,532404,532404,17667,9303,1104,10407,17667,1846,10407,19513,9106,556272,556272,556272,556272,0,556272,556272,2494,2494,104,2598,2598,2598,61653,61653,2544,64197,64197,64197,1685,1685,392,2077,2077,2077,6480,6480,1508,7988,7988,7988,22057,4031,2765,15537,5577,217595,471,85430,30870,322593,368391,84009,0,5275,399261,411877,12615
1968:Q2,2648637,344623,76974,66961,3137195,1611787,86600,4835582,-355,415182,1847430,543303,227172,3033087,1671085,131056,4835228,415182,545235,543303,227172,1730892,1521929,59801,3312622,2748,0,2748,0,11315,0,3382,14063,3382,-10681,0,0,0,0,0,4930,4930,6708,6708,4930,-1778,0,1749,1749,0,1749,1749,1749,0,28882,32558,7560,36442,32558,-3884,101539,53418,6502,11587,173046,7033,204932,9824,189903,204932,15029,356638,8129,321,16522,381610,4948,393619,7061,393619,393619,0,0,0,0,0,0,0,0,0,1067,200,1267,6787,6565,0,0,8054,6565,-1489,143180,0,18504,131662,1658,301984,25925,117323,189267,550969,416907,63102,19346,11449,625520,625520,0,4603,3400,0,4603,3400,16762,20440,2475,0,23840,23840,82132,8827,292526,19303,110262,292526,171244,11020,292526,292526,0,6475,1333,1658,9458,4478,13944,9458,16545,23215,2184,32673,32673,0,38066,0,3741,0,2144,117323,43951,117323,73372,0,117323,117323,0,16507,128262,0,0,16507,128262,138984,19447,3667,11449,159158,159158,0,51479,406261,16821,259927,48452,1684,3090,3835,119842,671707,611580,28472,0,31243,731422,731422,6276,98466,104742,128992,19725,4525,128992,128992,3722,24930,31458,39883,0,3835,43605,60223,52003,8667,0,26718,95608,95608,47757,263651,104,130003,8569,1684,3090,59520,395338,335898,80,395418,395418,0,111404,16717,0,16717,111404,94687,111404,111404,697357,21318,731114,0,0,718675,731114,137616,147639,28212,5750,884503,884503,45972,759,0,46731,762,47493,0,47493,47493,0,4800,157433,122791,6248,6046,8025,17448,171706,151085,3317,480,4385,3905,179408,155470,-23938,117919,7194,117919,7194,0,110725,0,0,117919,117919,547535,547535,0,547535,0,0,547535,547535,13031,5312,1148,6460,13031,1551,6460,14582,8122,564493,564493,564493,564493,0,564493,564493,2545,2545,106,2651,2651,2651,62888,62888,2617,65505,65505,65505,1714,1714,393,2107,2107,2107,6588,6588,1517,8105,8105,8105,22525,4121,-8,16109,5733,221465,464,88566,28714,330261,373209,84504,0,5422,401923,420187,18264
1968:Q3,2696421,352014,82187,68607,3199229,1656703,90505,4946437,-323,422781,1866897,555370,233316,3078364,1733421,134328,4946113,422781,560129,555370,233316,1771596,1565102,61103,3397801,3058,0,3058,0,11576,0,3879,14634,3879,-10755,0,0,0,0,0,4976,4976,6741,6741,4976,-1765,0,1832,1832,0,1832,1832,1832,0,32408,37467,8518,40926,37467,-3459,105852,53308,9687,9722,178569,7464,208196,10175,196208,208196,11988,364408,8539,350,17432,390729,5204,403163,7230,403163,403163,0,0,0,0,0,0,0,0,0,1021,1369,2390,7828,7041,0,0,10218,7041,-3177,143841,0,17765,136491,1641,309736,27059,119319,190306,565546,429458,63258,20723,11683,640487,640487,0,5071,4928,0,5071,4928,17748,20418,2527,0,25346,25346,83482,8129,299259,19514,111125,299259,176538,11596,299259,299259,0,5982,1364,1641,10477,5396,14383,10477,17281,23455,2268,33932,33932,0,37621,0,3201,0,2149,119319,42971,119319,76348,0,119319,119319,0,16756,131563,0,0,16756,131563,141543,19385,4332,11683,162631,162631,0,53888,413578,16219,262850,49836,1670,3141,3878,123084,681976,621589,31107,0,31590,744673,744673,5424,98964,104388,129278,20474,4416,129278,129278,5153,25654,30969,40901,0,3878,46054,60501,52094,10473,0,27174,98148,98148,48735,268340,103,132917,8935,1670,3141,60914,402927,342173,160,403087,403087,0,114160,16116,0,16116,114160,98044,114160,114160,704969,22906,728536,0,0,727875,728536,144671,166789,28883,6104,901429,901429,48300,816,0,49116,798,49914,0,49914,49914,0,4990,164757,129254,6309,6095,8388,17922,179454,158261,3391,500,4624,3965,187469,162726,-24743,119108,7186,119108,7186,0,111922,0,0,119108,119108,561500,561500,0,561500,0,0,561500,561500,12930,5720,1096,6816,12930,1789,6816,14719,7903,571546,571546,571546,571546,0,571546,571546,2607,2607,109,2716,2716,2716,64425,64425,2696,67121,67121,67121,1738,1738,398,2136,2136,2136,6686,6686,1530,8216,8216,8216,23009,4213,-2181,16866,5586,225707,400,92197,26814,338983,382770,88847,0,5438,409584,433268,23684
1968:Q4,2830744,366309,80374,70354,3347780,1708861,93559,5150200,13065,436144,2020149,563166,240254,3259713,1763162,140390,5163265,436144,581972,563166,240254,1821536,1615105,63134,3499775,3340,0,3340,0,12370,0,4818,15710,4818,-10892,0,0,0,0,0,5062,5062,6795,6795,5062,-1733,0,1587,1587,0,1587,1587,1587,0,32724,37155,7497,40221,37155,-3066,112659,56030,5119,10766,184574,7817,224018,10637,203028,224018,20990,372312,9056,368,19110,400846,5488,413743,7409,413743,413743,0,0,0,0,0,0,0,0,0,1121,-1273,-152,8702,7515,0,0,8550,7515,-1035,142391,0,19574,139274,1401,312565,28254,122132,191620,573971,437311,65396,22606,12170,651537,651537,0,5099,4249,0,5099,4249,17720,21396,2826,0,25645,25645,81735,9259,301225,19926,110920,301225,177728,12577,301225,301225,0,6120,1434,1401,11340,6157,15112,11340,17981,24105,2352,35445,35445,0,36490,0,3782,0,2171,122132,42443,122132,79689,0,122132,122132,0,18046,135025,0,0,18046,135025,144193,19895,4851,12170,167090,167090,0,53960,426692,17748,273382,50834,1654,3195,3993,125737,705721,646267,34326,0,31957,772004,772004,6808,105226,112034,140129,23706,4389,140129,140129,4878,27320,31869,41573,0,3993,46451,63182,54719,10420,0,27568,101170,101170,49082,273240,100,136287,9261,1654,3195,61638,411181,349743,200,411381,411381,0,119324,17648,0,17648,119324,101676,119324,119324,791225,24109,843150,0,0,815334,843150,151234,146483,29517,6452,996085,996085,49529,845,0,50374,858,51232,0,51232,51232,0,5150,167778,135564,6414,6467,8769,18407,182961,165588,3476,510,5425,4305,191862,170403,-21459,120321,7186,120321,7186,0,113135,0,0,120321,120321,576537,576537,0,576537,0,0,576537,576537,14330,7466,1166,8632,14330,1708,8632,16038,7406,588293,588293,588293,588293,0,588293,588293,2752,2752,113,2865,2865,2865,68028,68028,2776,70804,70804,70804,1750,1750,410,2160,2160,2160,6734,6734,1574,8308,8308,8308,23517,4302,-2320,17672,5432,230232,367,95722,26996,347928,392930,89420,0,5432,419926,442780,22854
1969:Q1,2814437,374797,83672,72126,3345032,1721400,95753,5162185,2459,434920,2004595,567125,248679,3255319,1766331,142994,5164644,434920,594484,567125,248679,1845208,1628365,64110,3537683,3371,0,3371,0,12387,0,4922,15758,4922,-10836,0,0,0,0,0,5108,5108,6826,6826,5108,-1718,0,1856,1856,0,1856,1856,1856,0,31587,38879,11250,42837,38879,-3958,105257,55280,5837,10527,176901,7640,210242,10605,195146,210242,15096,377319,7692,350,18276,403637,5434,416259,7188,416259,416259,0,0,0,0,0,0,0,0,0,2202,-160,2042,9508,9360,0,0,11550,9360,-2190,153398,0,21326,143342,1102,312746,29833,125803,205659,581891,435395,68652,21976,12487,663030,663030,0,6207,4880,0,6207,4880,19855,24053,2871,0,28933,28933,89044,9749,301194,20432,119225,301194,170787,11182,301194,301194,0,5981,1770,1102,11552,7206,16059,11552,18401,25344,2436,36896,36896,0,40035,0,3600,0,2195,125803,45830,125803,79973,0,125803,125803,0,18338,138462,0,0,18338,138462,146379,19255,5487,12487,170204,170204,0,48804,425240,16455,279467,51968,1635,3243,4130,120470,710472,651754,29349,0,32403,772224,772224,4866,107267,112133,138544,22178,4233,138544,138544,1483,26142,33473,42461,0,4130,43944,63745,54785,6814,0,28170,98729,98729,47321,275348,123,138727,9507,1635,3243,60194,415710,355873,357,416067,416067,0,118884,16332,0,16332,118884,102552,118884,118884,744978,25548,803399,0,0,770526,803399,147176,136385,28598,6516,946300,946300,48554,845,0,49399,940,50339,0,50339,50339,0,5290,173398,135794,6850,6124,8842,18903,189090,166111,3572,520,5346,4290,198008,170921,-27087,121558,7197,121558,7197,0,114361,0,0,121558,121558,590719,590719,0,590719,0,0,590719,590719,15517,8970,1241,10211,15517,2113,10211,17630,7419,599729,599729,599729,599729,0,599729,599729,2813,2813,115,2928,2928,2928,69504,69504,2864,72368,72368,72368,1814,1814,412,2226,2226,2226,6983,6983,1581,8564,8564,8564,24122,4390,-2123,18550,5224,234315,324,99843,27547,357098,406202,97160,0,5224,433749,459482,25732
1969:Q2,2807174,383269,79803,73616,3343862,1764708,99404,5207974,4507,446332,2003519,559520,256865,3266236,1799933,146313,5212482,446332,613200,559520,256865,1875917,1671665,65355,3612937,3915,0,3915,0,12142,0,4904,16057,4904,-11153,0,0,0,0,0,5166,5166,6736,6736,5166,-1570,0,1809,1809,0,1809,1809,1809,0,29587,43721,15034,44621,43721,-900,106702,59098,7073,10747,183620,7341,219617,10717,201678,219617,17939,382216,4593,352,16690,403851,5772,416556,6933,416556,416556,0,0,0,0,0,0,0,0,0,1946,1300,3246,10009,11215,0,0,13255,11215,-2040,151756,0,20056,146657,472,301369,30816,129343,203100,577369,438087,73379,22253,12692,663440,663440,0,6806,4914,0,6806,4914,21499,26817,3426,0,31731,31731,82342,8349,290326,20956,111647,290326,168072,10607,290326,290326,0,7983,1601,472,11043,7608,17664,11043,18619,27760,2520,38803,38803,0,42266,0,3300,0,2252,129343,47818,129343,81525,0,129343,129343,0,19165,141743,0,0,19165,141743,148372,18802,5700,12692,173237,173237,0,50309,436394,16993,291858,53000,1610,3302,4205,123604,734067,677625,34021,0,33141,801229,801229,5892,112791,118683,146765,23969,4113,146765,146765,3271,26400,37248,43218,0,4205,46489,67853,60076,9684,0,29028,106565,106565,47038,280427,260,141819,9782,1610,3302,60382,423856,363842,368,424224,424224,0,123675,16733,0,16733,123675,106942,123675,123675,707381,26502,774485,0,0,733883,774485,146117,126673,27895,6737,907895,907895,46190,816,0,47006,1046,48052,0,48052,48052,0,5460,179753,141265,7203,6090,9173,19411,196129,172226,3680,540,5543,4429,205352,177195,-28157,122811,7217,122811,7217,0,115594,0,0,122811,122811,606470,606470,0,606470,0,0,606470,606470,12220,2411,1286,3697,12220,1666,3697,13886,10189,608676,608676,608676,608676,0,608676,608676,2883,2883,120,3003,3003,3003,71268,71268,2953,74221,74221,74221,1861,1861,415,2276,2276,2276,7158,7158,1595,8753,8753,8753,24664,4478,-2448,19339,5377,238068,302,103906,27895,365791,423493,100419,0,5377,451388,471587,20199
1969:Q3,2816165,391877,82813,74798,3365653,1792604,98058,5256315,7084,452181,1995004,568707,264116,3280008,1834185,149206,5263399,452181,631050,568707,264116,1916054,1700688,66561,3683303,4076,0,4076,0,12667,0,5579,16743,5579,-11164,0,0,0,0,0,5198,5198,6761,6761,5198,-1563,0,1618,1618,0,1618,1618,1618,0,33297,42831,11478,44775,42831,-1944,105362,59656,7781,10300,183099,7558,216516,11030,201687,216516,14829,380750,3525,300,13572,398147,6029,411224,7048,411224,411224,0,0,0,0,0,0,0,0,0,2868,4858,7726,11633,13077,0,0,19359,13077,-6282,166380,0,18061,150245,354,306203,31613,132054,216408,588502,440602,80334,24933,13107,681943,681943,0,7206,5778,0,7206,5778,24713,29985,3844,0,35763,35763,90872,6236,296824,21751,118859,296824,165407,12558,296824,296824,0,9209,1569,354,9379,7607,18739,9379,18741,30705,2604,40084,40084,0,45302,0,3050,0,2255,132054,50607,132054,81447,0,132054,132054,0,20997,144467,0,0,20997,144467,150294,19644,5927,13107,177218,177218,0,47642,441993,16936,298221,54096,1598,3432,4271,122106,746083,688054,30760,0,33317,810160,810160,5043,112803,117846,143920,22229,3845,143920,143920,213,25754,40730,44116,0,4271,44329,70755,64051,8153,0,29472,108380,108380,47429,285383,401,144688,9980,1598,3432,61242,431669,370805,378,432047,432047,0,125813,16535,0,16535,125813,109278,125813,125813,685998,27077,743955,0,0,713075,743955,142899,131889,26633,6763,882607,882607,46004,777,0,46781,1159,47940,0,47940,47940,0,5620,188378,147998,7466,5929,9543,19922,205387,179469,3792,560,5643,4384,214822,184413,-30409,124080,7239,124080,7239,0,116841,0,0,124080,124080,622253,622253,0,622253,0,0,622253,622253,12507,3254,1191,4445,12507,1958,4445,14465,10020,612644,612644,612644,612644,0,612644,612644,2947,2947,123,3070,3070,3070,72834,72834,3048,75882,75882,75882,1912,1912,418,2330,2330,2330,7355,7355,1608,8963,8963,8963,25052,4568,-2800,20167,5486,242540,289,107869,28027,375144,434982,115976,0,5486,463009,496606,33597
1969:Q4,2815334,402453,84244,76308,3378340,1841476,102865,5322681,12062,463780,1988511,579127,270781,3302199,1878696,153848,5334743,463780,652359,579127,270781,1966047,1748656,67053,3781756,4691,0,4691,0,12273,0,5105,16964,5105,-11859,0,0,0,0,0,5334,5334,6848,6848,5334,-1514,0,1173,1173,0,1173,1173,1173,0,33028,45293,14749,47777,45293,-2484,110925,61700,6915,12645,192185,7726,232072,11454,211365,232072,20707,381127,3652,211,13220,398210,6206,413205,8789,413205,413205,0,0,0,0,0,0,0,0,0,3311,2599,5910,13057,14777,0,0,18967,14777,-4190,173775,0,18250,152356,104,311010,32751,133518,224880,596884,449564,87526,23164,13198,697608,697608,0,7628,5356,0,7628,5356,26658,32750,3820,0,38106,38106,93166,6146,301974,23007,122319,301974,169415,10240,301974,301974,0,11305,1676,104,9036,7508,20593,9036,19604,33849,2688,42885,42885,0,47244,0,2800,0,2236,133518,52280,133518,81238,0,133518,133518,0,22060,147000,0,0,22060,147000,152649,20927,6416,13198,181125,181125,0,51888,453272,18275,308428,55270,1573,3652,4739,129085,768012,709514,36664,0,33923,838599,838599,7557,117529,125086,153314,24294,3934,153314,153314,2651,26775,42700,45039,0,4739,47690,74214,68453,11940,0,29989,116143,116143,49237,289709,536,148199,10231,1573,3652,63656,439481,376255,430,439911,439911,0,129231,17739,0,17739,129231,111492,129231,129231,638787,28569,705075,0,0,667356,705075,146492,128581,26761,6953,840609,840609,45578,745,0,46323,1265,47588,0,47588,47588,0,5820,191056,155722,7333,6389,10008,20431,208397,188362,3898,580,6264,4896,218559,193838,-24721,125359,7252,125359,7252,0,118107,0,0,125359,125359,638881,638881,0,638881,0,0,638881,638881,12628,4193,1176,5369,12628,1894,5369,14522,9153,623263,623263,623263,623263,0,623263,623263,3104,3104,127,3231,3231,3231,76695,76695,3147,79842,79842,79842,2032,2032,379,2411,2411,2411,7814,7814,1459,9273,9273,9273,25752,4688,-4077,21193,5527,247569,257,112093,27459,385543,448331,111690,0,5527,475790,502760,26970
